Date,Open,High,Low,Close,Volume,Turnover,P/E,P/B,Div Yield
2013-04-25,5856.1,5924.6,5853.3,5916.3,199597725,9211.66,18,3.12,1.4
2013-04-26,5899.75,5907.05,5860.5,5871.45,141311877,6840.01,17.73,3.09,1.41
2013-04-29,5877.6,5918.65,5868.8,5904.1,118882089,5364.86,17.78,3.11,1.41
2013-04-30,5932.6,5962.3,5867.8,5930.2,153186197,6699.02,17.85,3.13,1.4
2013-05-02,5911.4,6019.45,5910.95,5999.35,162376438,7277.43,18.05,3.16,1.38
2013-05-03,5993.5,6000.3,5930.15,5944,145754275,6590.91,17.89,3.13,1.4
2013-05-06,5944.9,5976.5,5928.45,5971.05,110166713,4612.49,17.97,3.15,1.39
2013-05-07,5983.45,6050.5,5982.95,6043.55,136372981,5572.16,18.19,3.19,1.37
2013-05-08,6064.15,6083.55,6024.95,6069.3,122278698,5159.97,18.2,3.2,1.37
2013-05-09,6078.35,6084.7,6040.45,6050.15,109997276,5164.76,18.11,3.19,1.37
2013-05-10,6046.25,6105.3,6045.6,6094.75,111351573,5162.22,18.22,3.21,1.36
2013-05-11,6088.2,6114.55,6084.15,6107.25,7991165,355.74,18.26,3.22,1.36
2013-05-13,6098.2,6104.95,5972.9,5980.45,107948706,4633.05,17.79,3.15,1.39
2013-05-14,5989.7,6026.2,5970.05,5995.4,119265483,4921.65,17.88,3.16,1.38
2013-05-15,6018.85,6157.1,6018.85,6146.75,153892843,7240.73,18.33,3.24,1.35
2013-05-16,6128.25,6187.3,6128.25,6169.9,158635506,6733.31,18.33,3.25,1.35
2013-05-17,6172.95,6199.95,6146.15,6187.3,147280254,5870.44,18.38,3.26,1.34
2013-05-20,6198,6229.45,6146.05,6156.9,122252978,5589.97,18.37,3.25,1.35
2013-05-21,6152.35,6180.25,6102.35,6114.1,130589228,5122.71,18.24,3.22,1.36
2013-05-22,6127.05,6147.6,6074.45,6094.5,133763685,5837.19,18.15,3.21,1.36
2013-05-23,6050.4,6081.45,5955.7,5967.05,198930489,8230.1,17.77,3.15,1.39
2013-05-24,6010.7,6015.3,5936.8,5983.55,161622562,6193,17.88,3.15,1.39
2013-05-27,5989.4,6099.9,5975.55,6083.15,115115365,4961.15,18.19,3.21,1.36
2013-05-28,6086.35,6127.65,6055.4,6111.25,139668916,5481.14,18.25,3.22,1.36
2013-05-29,6120.45,6125.05,6069.8,6104.3,120205054,5135.8,18.31,3.22,1.36
2013-05-30,6072.15,6133.75,6072.15,6124.05,194092801,7794.82,18.37,3.23,1.36
2013-05-31,6098.7,6106.25,5975.55,5985.95,175311989,7223.11,17.95,3.16,1.39
2013-06-03,5997.35,6011,5916.35,5939.3,112123535,5702.24,17.81,3.13,1.4
2013-06-04,5941.1,5981.6,5910.25,5919.45,114450873,4990.51,17.75,3.12,1.4
2013-06-05,5908.3,5935.2,5883.7,5923.85,110223279,4691.39,17.77,3.12,1.4
2013-06-06,5895,5956.55,5869.5,5921.4,114174694,4961.54,17.89,3.12,1.4
2013-06-07,5900.05,5972.7,5871.3,5881,118346364,4888.65,17.76,3.1,1.41
2013-06-10,5907.9,5931.65,5857.4,5878,100130739,4304.75,17.73,3.1,1.41
2013-06-11,5848.75,5868.05,5780.35,5788.8,180902123,6695.57,17.47,3.06,1.43
2013-06-12,5771.75,5792.9,5738.6,5760.2,140394424,5894.04,17.38,3.04,1.44
2013-06-13,5709.35,5729.85,5683.1,5699.1,142041404,5462.45,17.2,3.01,1.45
2013-06-14,5748.95,5819.4,5739.4,5808.4,124410018,5121.33,17.53,3.07,1.43
2013-06-17,5820.4,5854.9,5770.25,5850.05,107160887,4560.84,17.75,3.09,1.42
2013-06-18,5841.9,5863.4,5804.3,5813.6,117541145,4591.91,17.64,3.07,1.43
2013-06-19,5805.75,5828.4,5777.9,5822.25,115539008,4643.17,17.68,3.07,1.42
2013-06-20,5754.15,5755,5645.65,5655.9,198400131,7148,17.17,2.99,1.47
2013-06-21,5639.9,5686.15,5616.85,5667.65,182410583,6697.18,17.2,2.99,1.46
2013-06-24,5638.05,5640,5566.25,5590.25,193488581,6308.88,16.97,2.95,1.48
2013-06-25,5606.95,5666.25,5570.25,5609.1,196571543,6792.49,17.03,2.96,1.48
2013-06-26,5627.95,5635.25,5579.35,5588.7,160095940,5939.3,16.96,2.95,1.48
2013-06-27,5647.95,5699.35,5630.95,5682.35,239029425,9184.29,17.28,2.98,1.46
2013-06-28,5749.5,5852.95,5749.5,5842.2,214402430,8753.33,17.76,3.04,1.43
2013-07-01,5834.1,5904.35,5822.2,5898.85,144794030,5405.72,17.96,3.07,1.4
2013-07-02,5885.5,5898.8,5852.3,5857.55,145721790,5163.09,17.84,3.05,1.41
2013-07-03,5811.95,5815,5760.4,5770.9,160523863,5219.24,17.57,2.98,1.42
2013-07-04,5794.75,5848.2,5786.05,5836.95,151929179,5429.87,17.77,2.99,1.42
2013-07-05,5889.95,5900.45,5858.45,5867.9,123586417,4303.93,17.87,3,1.41
2013-07-08,5833.15,5833.85,5775.55,5811.55,127624733,4823.52,17.71,2.98,1.42
2013-07-09,5834.6,5864.95,5834.6,5859,110427867,4661.55,17.85,3,1.41
2013-07-10,5869.9,5879.35,5802.85,5816.7,117516350,4820.53,17.73,2.98,1.42
2013-07-11,5894.5,5948.85,5887.95,5935.1,120195681,4882.29,18.09,3.04,1.39
2013-07-12,6000.5,6019,5951.15,6009,127707078,6591.27,18.31,3.08,1.38
2013-07-15,5991.2,6038.2,5980.95,6030.8,116275729,4641.97,18.36,3.09,1.37
2013-07-16,5930.8,5966.05,5910.95,5955.25,151162819,5915.8,18.13,3.05,1.39
2013-07-17,5972.25,5989.8,5926.75,5973.3,191516153,8349.59,18.18,3.06,1.38
2013-07-18,5984.7,6051.1,5974.55,6038.05,171728134,7774.83,18.32,3.09,1.37
2013-07-19,6057.2,6066.85,6020.25,6029.2,163311714,7987.75,18.3,3.09,1.37
2013-07-22,6009.75,6064.15,6004.25,6031.8,115168337,5117.19,18.23,3.09,1.37
2013-07-23,6064.3,6093.35,6061.3,6077.8,126469251,5459.62,18.32,3.11,1.36
2013-07-24,6032.2,6047.25,5962.6,5990.5,151931749,6413.64,18.03,3.07,1.38
2013-07-25,5970.4,5990.65,5896.4,5907.5,237081135,8762.77,17.68,3.02,1.4
2013-07-26,5937.95,5944.5,5869.5,5886.2,174535664,6419.86,17.58,3.01,1.4
2013-07-29,5869.95,5886,5825.8,5831.65,173430612,4812.3,17.31,2.93,1.44
2013-07-30,5836.05,5861.3,5747.6,5755.05,181489174,6006.91,17.11,2.85,1.46
2013-07-31,5738.35,5752.1,5675.75,5742,235469131,8717.16,17.05,2.84,1.47
2013-08-01,5776.9,5808.5,5676.85,5727.85,216762208,7164.04,17.03,2.84,1.47
2013-08-02,5750.05,5761.85,5649,5677.9,222494469,6350.26,16.88,2.81,1.48
2013-08-05,5682.4,5721,5661.5,5685.4,197167952,5575.21,16.94,2.82,1.48
2013-08-06,5664.9,5664.9,5521.8,5542.25,216227972,6424.42,16.51,2.75,1.52
2013-08-07,5549.3,5561.45,5486.85,5519.1,245010773,7725.23,16.36,2.73,1.53
2013-08-08,5510.05,5577.6,5510.05,5565.65,204918722,6968.85,16.5,2.76,1.51
2013-08-12,5606.7,5644.1,5557.1,5612.4,195708484,7063.92,16.59,2.78,1.5
2013-08-13,5600.25,5704.75,5578.9,5699.3,222997337,7073.34,16.84,2.82,1.48
2013-08-14,5715.4,5754.55,5690.2,5742.3,223656483,6970.2,16.97,2.84,1.47
2013-08-16,5705.45,5716.6,5496.05,5507.85,248094094,8807.27,16.35,2.73,1.53
2013-08-19,5497.55,5499.65,5360.65,5414.75,219672819,6713.03,15.62,2.68,1.56
2013-08-20,5353.45,5417.8,5306.35,5401.45,261052792,7982.22,15.58,2.68,1.56
2013-08-21,5494.45,5504.1,5268.45,5302.55,255004311,8509.29,15.3,2.63,1.59
2013-08-22,5282.8,5418.95,5254.05,5408.45,284468531,9075.86,15.6,2.68,1.56
2013-08-23,5428.75,5478.8,5377.8,5471.75,251511910,7763.2,15.79,2.71,1.54
2013-08-26,5499.4,5528.7,5454.45,5476.5,241996358,6465.02,15.8,2.71,1.54
2013-08-27,5426.5,5427.4,5274.25,5287.45,306037010,8236.84,15.24,2.62,1.59
2013-08-28,5233.45,5317.7,5118.85,5285,335993745,10705.51,15.23,2.62,1.6
2013-08-29,5316.5,5428.9,5303,5409.05,326499273,10580.48,15.59,2.68,1.56
2013-08-30,5407.45,5493.3,5360.2,5471.8,336401705,11431.52,15.77,2.71,1.54
2013-09-02,5480.25,5564.9,5478.85,5550.75,214232444,6135.94,16,2.75,1.52
2013-09-03,5574.7,5580.95,5323.75,5341.45,250298844,7304.81,15.4,2.65,1.58
2013-09-04,5358.65,5460.25,5318.9,5448.1,237230494,7252.61,15.7,2.7,1.55
2013-09-05,5553.75,5625.75,5552.7,5592.95,274937515,9484.19,16.12,2.77,1.51
2013-09-06,5617.45,5688.6,5566.15,5680.4,253030740,8821.54,16.37,2.81,1.48
2013-09-10,5738.5,5904.85,5738.2,5896.75,275244175,10307.97,17.14,2.95,1.42
2013-09-11,5887.25,5924.35,5832.7,5913.15,265006808,7980.51,17.19,2.96,1.41
2013-09-12,5931.15,5932,5815.8,5850.7,272987246,7667.76,17,2.89,1.44
2013-09-13,5828,5884.3,5822.9,5850.6,190768447,6403.37,17,2.87,1.44
2013-09-16,5930.3,5957.25,5798.15,5840.55,219455842,7819.05,16.98,2.85,1.45
2013-09-17,5824.2,5857.8,5804.9,5850.2,157938740,5550.64,17,2.84,1.45
2013-09-18,5872.75,5916.9,5840.2,5899.45,153585493,5369.63,17.15,2.86,1.49
2013-09-19,6044.15,6142.5,6040.15,6115.55,287191701,11291.28,17.77,2.95,1.42
2013-09-20,6104.55,6130.95,5932.85,6012.1,318645265,11587.18,17.47,2.88,1.47
2013-09-23,5945.8,5989.4,5871.4,5889.75,188322506,6596.17,17.12,2.82,1.5
2013-09-24,5855,5938.4,5854.55,5892.45,187578148,7002.84,17.13,2.79,1.51
2013-09-25,5901.55,5910.55,5811.1,5873.85,200162195,6988.96,17.07,2.79,1.55
2013-09-26,5872.8,5917.65,5864.1,5882.25,220589737,7761.99,17.1,2.79,1.55
2013-09-27,5905.55,5909.2,5819.3,5833.2,163067913,5303.31,17.11,2.82,1.56
2013-09-30,5801.05,5810.2,5718.5,5735.3,155674706,5642.77,16.82,2.77,1.56
2013-10-01,5756.1,5786.45,5700.95,5780.05,159247089,5075.7,16.95,2.78,1.56
2013-10-03,5819.1,5917.6,5802.7,5909.7,199793235,7481.97,17.33,2.82,1.54
2013-10-04,5891.3,5950.45,5885,5907.3,191469248,6052.47,17.32,2.81,1.56
2013-10-07,5889.05,5912,5825.85,5906.15,156387945,5348.49,17.32,2.81,1.56
2013-10-08,5975,5981.7,5913,5928.4,158527593,5950.47,17.38,2.82,1.56
2013-10-09,5893.25,6015.5,5877.1,6007.45,192037125,6904.96,17.62,2.86,1.54
2013-10-10,6001.05,6033.95,5979.8,6020.95,159607329,6163.68,17.66,2.86,1.53
2013-10-11,6104.85,6107.6,6046.4,6096.2,180834257,8283.09,17.88,2.9,1.52
2013-10-14,6093,6124.1,6082.9,6112.7,142173640,5989.37,17.94,2.91,1.51
2013-10-15,6147.55,6156.3,6056.55,6089.05,218304334,6745.02,17.85,2.9,1.52
2013-10-17,6098.5,6110.75,6032.55,6045.85,230561463,8158.31,17.63,2.88,1.53
2013-10-18,6070.9,6201.45,6070.9,6189.35,250339955,8353.23,18.02,2.95,1.49
2013-10-21,6202,6218.95,6163.3,6204.95,196989071,7341.25,18.07,2.96,1.49
2013-10-22,6192.3,6220.1,6181.8,6202.8,161943721,5850.72,18.01,2.95,1.49
2013-10-23,6209.55,6217.95,6116.6,6178.35,188285223,6921.65,17.83,2.93,1.49
2013-10-24,6162.8,6252.45,6142.95,6164.35,176235553,6737.2,17.79,2.93,1.5
2013-10-25,6154,6174.75,6125.95,6144.9,144531462,5582.82,17.73,2.92,1.5
2013-10-28,6155.1,6168.75,6094.1,6101.1,146340691,5282.79,17.61,2.9,1.51
2013-10-29,6107.55,6228.05,6079.2,6220.9,197348371,7572.87,17.95,2.95,1.48
2013-10-30,6230.8,6269.2,6222.6,6251.7,177583848,6861.84,18.04,2.97,1.47
2013-10-31,6237.15,6309.05,6235.9,6299.15,239607127,9560.54,18.18,2.99,1.46
2013-11-01,6289.75,6332.6,6286.95,6307.2,191639789,7371.92,18.2,3,1.46
2013-11-03,6332.05,6342.95,6311.15,6317.35,23856924,858.24,18.23,3,1.46
2013-11-05,6282.15,6304.75,6244.3,6253.15,181053761,6598.06,18.06,2.97,1.47
2013-11-06,6260.55,6269.7,6208.7,6215.15,157080263,5461.18,17.92,2.95,1.48
2013-11-07,6228.9,6288.95,6180.8,6187.25,168832431,6274.13,17.78,2.94,1.49
2013-11-08,6170.15,6185.15,6120.95,6140.75,150051986,5977.34,17.65,2.92,1.5
2013-11-11,6110.4,6141.65,6067.75,6078.8,146060450,5678.81,17.48,2.89,1.52
2013-11-12,6087.25,6108.7,6011.75,6018.05,153812590,5646.24,17.31,2.86,1.53
2013-11-13,5998.85,6042.25,5972.45,5989.6,162538228,6738.41,17.23,2.85,1.54
2013-11-14,6037,6101.65,6036.65,6056.15,154913925,5872.61,17.42,2.88,1.52
2013-11-18,6111.05,6196.8,6110.4,6189,163991212,6279.02,17.76,2.95,1.49
2013-11-19,6197.25,6212.4,6180.2,6203.35,161514064,6020.17,17.85,2.95,1.49
2013-11-20,6186.85,6204.35,6106.95,6122.9,155794838,5493.72,17.61,2.91,1.51
2013-11-21,6096.5,6097.35,5985.4,5999.05,137232011,5457.87,17.26,2.85,1.54
2013-11-22,6027.35,6049.6,5972.8,5995.45,134755917,4804.74,17.71,2.85,1.55
2013-11-25,6035.95,6123.5,6035.95,6115.35,127195086,5113.81,18.06,2.9,1.52
2013-11-26,6099.25,6112.7,6047.75,6059.1,150661397,5975.26,17.94,2.88,1.53
2013-11-27,6062.7,6074,6030.3,6057.1,124875896,4780.5,18.03,2.88,1.54
2013-11-28,6092,6112.95,6068.3,6091.85,195315802,6589.55,18.13,2.89,1.53
2013-11-29,6103.9,6182.5,6103.8,6176.1,190711115,5487.36,18.38,2.93,1.51
2013-12-02,6171.15,6228.7,6171.15,6217.85,145948276,5294.15,18.51,2.95,1.5
2013-12-03,6204.25,6225.4,6191.4,6201.85,156852586,5474.29,18.46,2.94,1.51
2013-12-04,6187.95,6209.15,6149.9,6160.95,186169067,5561.95,18.34,2.92,1.52
2013-12-05,6262.45,6300.55,6232,6241.1,186060466,7519.34,18.58,2.96,1.5
2013-12-06,6234.4,6275.35,6230.75,6259.9,158539890,5692.11,18.58,2.97,1.49
2013-12-09,6415,6415.25,6345,6363.9,198285630,8117.57,18.9,3.02,1.47
2013-12-10,6354.7,6362.25,6307.55,6332.85,242412856,8646.17,18.8,3.01,1.47
2013-12-11,6307.2,6326.6,6280.25,6307.9,148196394,5672.66,18.73,3,1.48
2013-12-12,6276.75,6286.85,6230.55,6237.05,148533899,5175.39,18.52,2.96,1.5
2013-12-13,6201.3,6208.6,6161.4,6168.4,169650657,6403.01,18.32,2.93,1.51
2013-12-16,6168.35,6183.25,6146.05,6154.7,146451539,5445.51,18.27,2.92,1.52
2013-12-17,6178.2,6190.55,6133,6139.05,154174701,5676.19,18.23,2.91,1.52
2013-12-18,6129.95,6236,6129.95,6217.15,243250558,7498.21,18.46,2.95,1.5
2013-12-19,6253.9,6263.75,6150.7,6166.65,437039204,9005.49,18.31,2.93,1.51
2013-12-20,6179.95,6284.5,6170.35,6274.25,171969981,6359.37,18.63,2.98,1.49
2013-12-23,6267.2,6317.5,6266.95,6284.5,131187586,4746.66,18.66,2.98,1.49
2013-12-24,6296.45,6301.5,6262,6268.4,107642909,3780.9,18.61,2.98,1.49
2013-12-26,6270.1,6302.75,6259.45,6278.9,182310258,6457.23,18.64,2.98,1.49
2013-12-27,6292.8,6324.9,6289.4,6313.8,96867388,3797.25,18.75,3,1.48
2013-12-30,6336.4,6344.05,6273.15,6291.1,101271820,3977.23,18.66,2.99,1.49
2013-12-31,6307.35,6317.3,6287.3,6304,103439312,3032.11,18.7,2.99,1.48
2014-01-01,6323.8,6327.2,6298.25,6301.65,69567668,2015.36,18.69,2.99,1.49
2014-01-02,6301.25,6358.3,6211.3,6221.15,158132556,5249.79,18.46,2.95,1.5
2014-01-03,6194.55,6221.7,6171.25,6211.15,139043889,5369.42,18.43,2.95,1.51
2014-01-06,6220.85,6224.7,6170.25,6191.45,118344976,4722.67,18.37,2.94,1.51
2014-01-07,6203.9,6221.5,6144.75,6162.25,138559000,5696.6,18.28,2.92,1.52
2014-01-08,6178.05,6192.1,6160.35,6174.6,146912639,5816.54,18.32,2.93,1.52
2014-01-09,6181.7,6188.05,6148.25,6168.35,150064466,5908.02,18.3,2.93,1.52
2014-01-10,6178.85,6239.1,6139.6,6171.45,159920407,7347.29,18.24,2.93,1.52
2014-01-13,6189.55,6288.2,6189.55,6272.75,135009945,5984.02,18.55,2.98,1.49
2014-01-14,6260.25,6280.35,6234.15,6241.85,110231153,4703.01,18.44,2.96,1.5
2014-01-15,6265.95,6325.2,6265.3,6320.9,145922867,6422.97,18.68,3,1.48
2014-01-16,6341.35,6346.5,6299.85,6318.9,153420441,6758.63,18.63,3,1.48
2014-01-17,6306.25,6327.1,6246.35,6261.65,167719501,7895.92,18.45,2.97,1.5
2014-01-20,6261.75,6307.45,6243.35,6303.95,122136071,5499.51,18.35,2.99,1.49
2014-01-21,6320.15,6330.3,6297.9,6313.8,141728380,5831.26,18.38,2.99,1.48
2014-01-22,6309.05,6349.95,6287.45,6338.95,137490525,5635.92,18.45,3,1.48
2014-01-23,6325.95,6355.6,6316.4,6345.65,120054602,5278.88,18.49,3,1.48
2014-01-24,6301.65,6331.45,6263.9,6266.75,160270856,6209.06,18.25,2.97,1.49
2014-01-27,6186.3,6188.55,6130.25,6135.85,190442601,7091.1,17.85,2.9,1.53
2014-01-28,6131.85,6163.6,6085.95,6126.25,184111740,7710.08,17.82,2.9,1.53
2014-01-29,6161,6170.45,6109.8,6120.25,146733030,6487.39,17.79,2.9,1.53
2014-01-30,6067,6082.85,6027.25,6073.7,208061426,7694.04,17.65,2.87,1.54
2014-01-31,6082.75,6097.85,6067.35,6089.5,146713083,5407.1,17.7,2.88,1.54
2014-02-03,6058.8,6074.85,5994.45,6001.8,134893587,4635.69,17.34,2.84,1.56
2014-02-04,5947.6,6017.8,5933.3,6000.9,183252654,6075.02,17.35,2.84,1.56
2014-02-05,6004.25,6028.05,5962.05,6022.4,166627311,5572.13,17.41,2.85,1.56
2014-02-06,6028.35,6048.35,5965.4,6036.3,185503324,6291.97,17.16,2.86,1.55
2014-02-07,6077.65,6079.95,6030.9,6063.2,181932292,5591.39,17.25,2.87,1.54
2014-02-10,6072.8,6083.05,6046.4,6053.45,133070328,4762.89,17.24,2.87,1.55
2014-02-11,6072.45,6081.85,6053.25,6062.7,150520900,5268.8,17.26,2.87,1.54
2014-02-12,6085.35,6106.6,6077.4,6084,138547391,5351.08,17.32,2.88,1.54
2014-02-13,6087.55,6094.4,5991.1,6001.1,153652371,5037.18,17.09,2.84,1.56
2014-02-14,6023.75,6056.4,5984.6,6048.35,140204479,5539.7,17.22,2.87,1.55
2014-02-17,6057.1,6080.65,6038.3,6073.3,108492457,4455.65,17.28,2.87,1.54
2014-02-18,6071.3,6141.7,6066.8,6127.1,126639146,4592.38,17.59,2.9,1.53
2014-02-19,6132.05,6160.35,6125.75,6152.75,95248833,3735.52,17.59,2.91,1.52
2014-02-20,6127.15,6129.1,6086.45,6091.45,132108928,4344.77,17.42,2.88,1.54
2014-02-21,6108.3,6159.65,6108,6155.45,112596128,4001.93,17.33,2.91,1.52
2014-02-24,6140.95,6191.85,6130.8,6186.1,144877047,4424.81,17.42,2.93,1.51
2014-02-25,6205.7,6216.85,6176.6,6200.05,146259298,4782.95,17.46,2.93,1.51
2014-02-26,6202.45,6245.95,6202.1,6238.8,181663811,6641.33,17.57,2.95,1.5
2014-02-28,6228.45,6282.7,6228.1,6276.95,209914263,7869.42,17.67,2.97,1.49
2014-03-03,6264.35,6277.75,6212.25,6221.45,144562338,5040.12,17.52,2.94,1.5
2014-03-04,6216.75,6302.15,6215.7,6297.95,166818924,5550.29,17.73,2.98,1.49
2014-03-05,6328.45,6336.25,6287.8,6328.65,160300066,5754.58,17.82,2.99,1.48
2014-03-06,6344.75,6406.6,6339.7,6401.15,180731810,5844.96,18.02,3.03,1.46
2014-03-07,6413.95,6537.8,6413.55,6526.65,284922346,11368.15,18.38,3.09,1.43
2014-03-10,6491.7,6562.2,6487.35,6537.25,242143703,9992.74,18.41,3.09,1.43
2014-03-11,6537.35,6562.85,6494.25,6511.9,238994883,8268.67,18.34,3.08,1.44
2014-03-12,6497.5,6546.15,6487.3,6516.9,174977068,6176.54,18.35,3.08,1.44
2014-03-13,6491.75,6561.45,6476.65,6493.1,167858387,8356.1,18.28,3.07,1.44
2014-03-14,6447.25,6518.45,6432.7,6504.2,177336088,7114.55,18.31,3.08,1.44
2014-03-18,6532.45,6574.95,6497.65,6516.65,179308616,7268.52,18.35,3.08,1.44
2014-03-19,6530,6541.2,6506,6524.05,172464722,7666.24,18.38,3.09,1.43
2014-03-20,6508.35,6523.65,6473.25,6483.1,141984189,6280.76,18.26,3.07,1.44
2014-03-21,6515.2,6522.9,6485.7,6493.2,189854420,8841.94,18.29,3.07,1.44
2014-03-22,6497.8,6502.65,6481.35,6494.9,9774392,373.66,18.29,3.07,1.44
2014-03-24,6510.5,6591.5,6510.5,6583.5,158395722,6633.77,18.54,3.12,1.42
2014-03-25,6550.1,6595.55,6544.85,6589.75,168125064,6475.61,18.56,3.12,1.42
2014-03-26,6615.65,6627.45,6580.6,6601.4,186570474,7046.34,18.59,3.12,1.42
2014-03-27,6613.1,6673.95,6599.5,6641.75,312383468,12924.37,18.71,3.14,1.41
2014-03-28,6673.05,6702.6,6643.8,6695.9,134114378,6862.55,18.84,3.23,1.37
2014-03-31,6723.15,6730.05,6662.4,6704.2,177579421,7743.3,18.86,3.23,1.37
2014-04-01,6729.5,6732.25,6675.45,6721.05,147136671,7174.14,18.91,3.24,1.37
2014-04-02,6757.6,6763.5,6723.6,6752.55,173335875,8007.75,19,3.26,1.36
2014-04-03,6772.05,6776.75,6696.9,6736.1,197546648,7738.58,18.95,3.25,1.37
2014-04-04,6741.85,6741.85,6685.15,6694.35,155127592,6676.88,18.84,3.23,1.37
2014-04-07,6694.25,6725.15,6650.4,6695.05,133947319,6707.01,18.84,3.23,1.37
2014-04-09,6722,6808.7,6705.1,6796.2,169794626,8892.66,19.12,3.28,1.35
2014-04-10,6803.05,6819.05,6777.3,6796.4,191125947,9079.6,19.12,3.28,1.35
2014-04-11,6758.35,6789.35,6743.15,6776.3,140734579,7463.19,19.07,3.27,1.36
2014-04-15,6792.7,6813.4,6711.75,6733.1,123197822,7100.26,18.95,3.25,1.37
2014-04-16,6727.25,6748.65,6665.15,6675.3,119768833,6168.64,18.79,3.22,1.38
2014-04-17,6695.45,6783.05,6684.4,6779.4,131488368,6952.58,19.04,3.27,1.36
2014-04-21,6789.25,6825.45,6786.9,6817.65,111840313,5711.98,19.14,3.29,1.35
2014-04-22,6822.9,6838,6806.25,6815.35,114693049,5636.78,19.13,3.29,1.35
2014-04-23,6823.25,6861.6,6820.75,6840.8,182972972,9247.25,19.2,3.3,1.34
2014-04-25,6855.8,6869.85,6772.85,6782.75,154320793,8021.33,19.04,3.27,1.36
2014-04-28,6778.55,6786.25,6750.3,6761.25,118162668,6297.18,18.98,3.26,1.36
2014-04-29,6769,6779.7,6708.65,6715.25,115511531,5459.34,18.88,3.24,1.37
2014-04-30,6724.95,6780.15,6656.8,6696.4,161106871,7066.78,18.79,3.23,1.37
2014-05-02,6709.95,6737.65,6689.5,6694.8,114275323,5030.42,18.72,3.2,1.42
2014-05-05,6681.65,6741.05,6680.45,6699.35,104989653,4881.32,18.69,3.21,1.42
2014-05-06,6719.25,6743.45,6701.9,6715.3,88291413,4168.72,18.74,3.21,1.41
2014-05-07,6708.6,6718.75,6642.9,6652.55,114099791,6513.29,18.56,3.18,1.43
2014-05-08,6669.9,6688.4,6638.55,6659.85,101549745,5413.39,18.52,3.17,1.45
2014-05-09,6654.15,6871.35,6652.15,6858.8,166442779,8027.14,19.1,3.26,1.41
2014-05-12,6863.4,7020.05,6862.9,7014.25,157725090,8475.17,19.47,3.33,1.38
2014-05-13,7080,7172.35,7067.15,7108.75,232221733,10573.11,19.67,3.38,1.36
2014-05-14,7112,7142.25,7080.9,7108.75,177204155,9395.8,19.67,3.38,1.36
2014-05-15,7111.3,7152.55,7082.55,7123.15,186848485,8947.95,19.71,3.38,1.36
2014-05-16,7270.2,7563.5,7130.65,7203,393156741,21057.07,19.93,3.42,1.34
2014-05-19,7276.85,7291.1,7193.55,7263.55,316246557,15228.6,20.15,3.45,1.33
2014-05-20,7309.95,7353.65,7247.7,7275.5,255333095,11139.51,20.21,3.46,1.33
2014-05-21,7274.85,7287.15,7206.7,7252.9,203137825,9544.12,20.07,3.44,1.33
2014-05-22,7289.95,7319.55,7258.15,7276.4,240943899,10104.55,20.14,3.46,1.33
2014-05-23,7306.5,7381,7293.9,7367.1,259638086,12002.13,20.39,3.5,1.31
2014-05-26,7428.75,7504,7269.05,7359.05,273236339,13203.73,20.32,3.49,1.31
2014-05-27,7363.1,7372.95,7274.75,7318,168599276,7931.22,20.21,3.48,1.32
2014-05-28,7324.95,7344.75,7302.6,7329.65,175595609,8929.71,20.22,3.48,1.32
2014-05-29,7316.6,7325.4,7224.4,7235.65,241115398,13385.17,19.79,3.44,1.34
2014-05-30,7254.85,7272.5,7118.45,7229.95,312152571,13837.29,19.82,3.43,1.34
2014-06-02,7264.05,7368.6,7239.5,7362.5,169891181,7833.43,20.27,3.5,1.31
2014-06-03,7375.35,7424.95,7342.15,7415.85,234680218,10354.94,20.46,3.52,1.3
2014-06-04,7417.55,7433.3,7391.35,7402.25,204592241,8913.89,20.42,3.52,1.31
2014-06-05,7399.75,7484.7,7360.5,7474.1,250660653,11574.51,20.6,3.55,1.29
2014-06-06,7521.5,7592.7,7497.65,7583.4,248397596,12322.96,20.75,3.6,1.28
2014-06-09,7621.65,7673.7,7580.25,7654.6,231879926,10866.56,20.85,3.62,1.26
2014-06-10,7679.05,7683.2,7579.3,7656.4,188669182,9475.21,20.86,3.62,1.26
2014-06-11,7672.4,7700.05,7589.05,7626.85,186182446,10472.71,20.78,3.56,1.28
2014-06-12,7641.3,7658,7593.8,7649.9,148207144,8187.49,20.84,3.58,1.28
2014-06-13,7668.2,7678.5,7525.35,7542.1,174522339,11254.75,20.55,3.52,1.28
2014-06-16,7534.8,7548.6,7487.55,7533.55,155377979,8449.27,20.53,3.52,1.28
2014-06-17,7525.05,7637.6,7509.25,7631.7,157961787,8704.2,20.76,3.48,1.28
2014-06-18,7636.05,7663,7515.5,7558.2,165078941,8963.97,20.56,3.45,1.3
2014-06-19,7580.05,7606.45,7502.55,7540.7,148852437,8115.36,20.52,3.44,1.3
2014-06-20,7543.3,7560.55,7497.3,7511.45,124132217,6801.49,20.38,3.43,1.3
2014-06-23,7514,7534.8,7441.6,7493.35,127404790,6543.64,20.33,3.42,1.31
2014-06-24,7515.2,7593.35,7515.2,7580.2,137002483,7146.44,20.56,3.46,1.29
2014-06-25,7588.55,7589.25,7557.05,7569.25,114968325,6198.93,20.53,3.46,1.29
2014-06-26,7554.1,7570.2,7481.3,7493.2,171676960,9190.64,20.33,3.42,1.31
2014-06-27,7514.2,7538.75,7482.3,7508.8,126673395,6688.8,20.37,3.43,1.31
